Mod:Item:MetaData, Localized Name
aquaculture:neptunium_pickaxe, Neptuniumspitzhacke
aquaculture:neptunium_shovel, Neptuniumschaufel
aquaculture:neptunium_axe, Neptuniumaxt
aquaculture:neptunium_hoe, Neptuniumhacke
aquaculture:neptunium_sword, Neptuniumschwert
aquaculture:neptunium_helmet, Neptuniumhelm
aquaculture:neptunium_chestplate, Neptuniumbrustplatte
aquaculture:neptunium_leggings, Neptuniumbeinschutz
aquaculture:neptunium_boots, Neptuniumstiefel
aquaculture:fish:0, Blauer Sonnenbarsch
aquaculture:fish:1, Barsch
aquaculture:fish:2, Hecht
aquaculture:fish:3, Barsch
aquaculture:fish:4, Muskellunge
aquaculture:fish:5, Seeforelle
aquaculture:fish:6, Wels
aquaculture:fish:7, Karpfen
aquaculture:fish:8, Kugelfisch
aquaculture:fish:9, Roter Zackenbarsch
aquaculture:fish:10, Lachs
aquaculture:fish:11, Thunfisch
aquaculture:fish:12, Schwertfisch
aquaculture:fish:13, Hai
aquaculture:fish:14, Wal
aquaculture:fish:15, Tintenfisch
aquaculture:fish:16, Qualle
aquaculture:fish:17, Frosch
aquaculture:fish:18, Schildkröte
aquaculture:fish:19, Blutegel
aquaculture:fish:20, Piranha
aquaculture:fish:21, Zitteraal
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Kabeljau
aquaculture:fish:25, Köhler
aquaculture:fish:26, Hering
aquaculture:fish:27, Heilbutt
aquaculture:fish:28, Buckellachs
aquaculture:fish:29, Regenbogenforelle
aquaculture:fish:30, Schwarzfisch
aquaculture:fish:31, Nilbarsch
aquaculture:fish:32, Oreochromis niloticus
aquaculture:fish:33, Stachelwels
aquaculture:fish:34, Fiederbartwels
aquaculture:fish:35, Roter Pilza
aquaculture:fish:36, Brauner Pilza
aquaculture:fish:37, Goldfisch
aquaculture:fish:38, Gräten
biomesoplenty:grass:0, Spektralmoos
biomesoplenty:grass:1, Überwucherter Stein
biomesoplenty:grass:2, Lehmiger Grasblock
biomesoplenty:grass:3, Sandiger Grasblock
biomesoplenty:grass:4, Schluffiger Grasblock
biomesoplenty:grass:5, Ursprungsgrasblock
biomesoplenty:grass:6, Überwucherter Netherrack
biomesoplenty:grass:7, Blühender Grasblock
biomesoplenty:grass:8, Myzel-Netherrack
biomesoplenty:dirt:8, Grobe lehmige Erde
biomesoplenty:dirt:0, Lehmige Erde
biomesoplenty:dirt:9, Grobe sandige Erde
biomesoplenty:dirt:1, Sandige Erde
biomesoplenty:dirt:10, Grobe schluffige Erde
biomesoplenty:dirt:2, Schluffige Erde
biomesoplenty:grass_path:0, Lehmiger Trampelpfad
biomesoplenty:grass_path:1, Sandiger Trampelpfad
biomesoplenty:grass_path:2, Schluffiger Trampelpfad
biomesoplenty:farmland_0:0, Lehmiger Ackerboden
biomesoplenty:farmland_0:1, Sandiger Ackerboden
biomesoplenty:farmland_1:0, Schluffiger Ackerboden
biomesoplenty:white_sand:0, Weißer Sand
biomesoplenty:white_sandstone:0, Weißer Sandstein
biomesoplenty:white_sandstone:1, Gemeißelter weißer Sandstein
biomesoplenty:white_sandstone:2, Glatter weißer Sandstein
biomesoplenty:white_sandstone_stairs:0, Weiße Sandsteintreppe
biomesoplenty:dried_sand:0, Trockensand
biomesoplenty:hard_ice:0, Harteis
biomesoplenty:ash_block:0, Ascheblock
biomesoplenty:mud:0, Schlamm
biomesoplenty:flesh:0, Fleisch
biomesoplenty:crystal:0, Himmelskristall
biomesoplenty:biome_block:0, Biomessenzerz
biomesoplenty:gem_ore:0, Enderamethysterz
biomesoplenty:gem_ore:1, Rubinerz
biomesoplenty:gem_ore:2, Peridoterz
biomesoplenty:gem_ore:3, Topaserz
biomesoplenty:gem_ore:4, Tansaniterz
biomesoplenty:gem_ore:5, Malachiterz
biomesoplenty:gem_ore:6, Saphirerz
biomesoplenty:gem_ore:7, Bernsteinerz
biomesoplenty:gem_block:0, Amethystblock
biomesoplenty:gem_block:1, Rubinblock
biomesoplenty:gem_block:2, Peridotblock
biomesoplenty:gem_block:3, Topasblock
biomesoplenty:gem_block:4, Tansanitblock
biomesoplenty:gem_block:5, Malachitblock
biomesoplenty:gem_block:6, Saphirblock
biomesoplenty:gem_block:7, Bernsteinblock
biomesoplenty:hive:0, Wespenstockblock
biomesoplenty:hive:1, Honigwabenblock
biomesoplenty:hive:2, Leerer Honigwabenblock
biomesoplenty:hive:3, Voller Honigwabenblock
biomesoplenty:honey_block:0, Honigblock
biomesoplenty:blue_fire:0, Blaues Feuer
biomesoplenty:bamboo_thatching:0, Bambusmatten
biomesoplenty:mud_brick_block:0, Schlammziegelsteine
biomesoplenty:mud_brick_stairs:0, Schlammziegeltreppe
biomesoplenty:other_slab:0, Schlammziegelstufe
biomesoplenty:other_slab:1, Weiße Sandsteinstufe
biomesoplenty:log_0:4, Himmelseichenholz
biomesoplenty:log_0:5, Kirschholz
biomesoplenty:log_0:6, Umbraholz
biomesoplenty:log_0:7, Tannenholz
biomesoplenty:log_1:4, Geisterholz
biomesoplenty:log_1:5, Zauberholz
biomesoplenty:log_1:6, Mangrovenholz
biomesoplenty:log_1:7, Palmholz
biomesoplenty:log_2:4, Mammutbaumholz
biomesoplenty:log_2:5, Weidenholz
biomesoplenty:log_2:6, Kiefernholz
biomesoplenty:log_2:7, Höllenborkenholz
biomesoplenty:log_3:4, Palisanderholz
biomesoplenty:log_3:5, Mahagoniholz
biomesoplenty:log_3:6, Ebenholz
biomesoplenty:log_3:7, Eukalyptusholz
biomesoplenty:log_4:4, Riesenblumenstängel
biomesoplenty:log_4:5, Totes Holz
biomesoplenty:leaves_0:8, Gelbes Herbstlaub
biomesoplenty:leaves_0:9, Oranges Herbstlaub
biomesoplenty:leaves_0:10, Bambuslaub
biomesoplenty:leaves_0:11, Zauberlaub
biomesoplenty:leaves_1:8, Umbralaub
biomesoplenty:leaves_1:9, Verwelktes Laub
biomesoplenty:leaves_1:10, Tannennadeln
biomesoplenty:leaves_1:11, Geisterlaub
biomesoplenty:leaves_2:8, Ursprungslaub
biomesoplenty:leaves_2:9, Rosa Kirschlaub
biomesoplenty:leaves_2:10, Weißes Kirschlaub
biomesoplenty:leaves_2:11, Ahornlaub
biomesoplenty:leaves_3:8, Höllenborkenlaub
biomesoplenty:leaves_3:9, Blühendes Eichenlaub
biomesoplenty:leaves_3:10, Palisanderlaub
biomesoplenty:leaves_3:11, Himmelseichenlaub
biomesoplenty:leaves_4:8, Mangrovenlaub
biomesoplenty:leaves_4:9, Palmblätter
biomesoplenty:leaves_4:10, Mammutbaumlaub
biomesoplenty:leaves_4:11, Weidenlaub
biomesoplenty:leaves_5:8, Kiefernnadeln
biomesoplenty:leaves_5:9, Mahagonilaub
biomesoplenty:leaves_5:10, Ebenholzlaub
biomesoplenty:leaves_5:11, Eukalyptuslaub
biomesoplenty:leaves_6:8, Rotes Riesenblütenblatt
biomesoplenty:leaves_6:9, Gelbes Riesenblütenblatt
biomesoplenty:planks_0:0, Himmelseichenbretter
biomesoplenty:planks_0:1, Kirschholzbretter
biomesoplenty:planks_0:2, Umbraholzbretter
biomesoplenty:planks_0:3, Tannenholzbretter
biomesoplenty:planks_0:4, Geisterholzbretter
biomesoplenty:planks_0:5, Zauberholzbretter
biomesoplenty:planks_0:6, Mangrovenholzbretter
biomesoplenty:planks_0:7, Palmholzbretter
biomesoplenty:planks_0:8, Mammutbaumbretter
biomesoplenty:planks_0:9, Weidenholzbretter
biomesoplenty:planks_0:10, Kiefernholzbretter
biomesoplenty:planks_0:11, Höllenborkenbretter
biomesoplenty:planks_0:12, Palisanderholzbretter
biomesoplenty:planks_0:13, Mahagoniholzbretter
biomesoplenty:planks_0:14, Ebenholzbretter
biomesoplenty:planks_0:15, Eukalyptusholzbretter
biomesoplenty:sacred_oak_stairs:0, Himmelseichentreppe
biomesoplenty:cherry_stairs:0, Kirschholztreppe
biomesoplenty:umbran_stairs:0, Umbraholztreppe
biomesoplenty:fir_stairs:0, Tannenholztreppe
biomesoplenty:ethereal_stairs:0, Geisterholztreppe
biomesoplenty:magic_stairs:0, Zauberholztreppe
biomesoplenty:mangrove_stairs:0, Mangrovenholztreppe
biomesoplenty:palm_stairs:0, Palmholztreppe
biomesoplenty:redwood_stairs:0, Mammutbaumtreppe
biomesoplenty:willow_stairs:0, Weidenholztreppe
biomesoplenty:pine_stairs:0, Kiefernholztreppe
biomesoplenty:hellbark_stairs:0, Höllenborkentreppe
biomesoplenty:jacaranda_stairs:0, Palisanderholztreppe
biomesoplenty:mahogany_stairs:0, Mahagoniholztreppe
biomesoplenty:ebony_stairs:0, Ebenholztreppe
biomesoplenty:eucalyptus_stairs:0, Eukalyptusholztreppe
biomesoplenty:wood_slab_0:0, Himmelseichenstufe
biomesoplenty:wood_slab_0:1, Kirschholzstufe
biomesoplenty:wood_slab_0:2, Umbraholzstufe
biomesoplenty:wood_slab_0:3, Tannenholzstufe
biomesoplenty:wood_slab_0:4, Geisterholzstufe
biomesoplenty:wood_slab_0:5, Zauberholzstufe
biomesoplenty:wood_slab_0:6, Mangrovenholzstufe
biomesoplenty:wood_slab_0:7, Palmholzstufe
biomesoplenty:wood_slab_1:0, Mammutbaumstufe
biomesoplenty:wood_slab_1:1, Weidenholzstufe
biomesoplenty:wood_slab_1:2, Kiefernholzstufe
biomesoplenty:wood_slab_1:3, Höllenborkenstufe
biomesoplenty:wood_slab_1:4, Palisanderholzstufe
biomesoplenty:wood_slab_1:5, Mahagoniholzstufe
biomesoplenty:wood_slab_1:6, Ebenholzstufe
biomesoplenty:wood_slab_1:7, Eukalyptusholzstufe
biomesoplenty:sacred_oak_fence:0, Himmelseichenzaun
biomesoplenty:cherry_fence:0, Kirschholzzaun
biomesoplenty:umbran_fence:0, Umbraholzzaun
biomesoplenty:fir_fence:0, Tannenholzzaun
biomesoplenty:ethereal_fence:0, Geisterholzzaun
biomesoplenty:magic_fence:0, Zauberholzzaun
biomesoplenty:mangrove_fence:0, Mangrovenholzzaun
biomesoplenty:palm_fence:0, Palmholzzaun
biomesoplenty:redwood_fence:0, Mammutbaumzaun
biomesoplenty:willow_fence:0, Weidenholzzaun
biomesoplenty:pine_fence:0, Kiefernholzzaun
biomesoplenty:hellbark_fence:0, Höllenborkenzaun
biomesoplenty:jacaranda_fence:0, Palisanderholzzaun
biomesoplenty:mahogany_fence:0, Mahagoniholzzaun
biomesoplenty:ebony_fence:0, Ebenholzzaun
biomesoplenty:eucalyptus_fence:0, Eukalyptusholzzaun
biomesoplenty:sacred_oak_fence_gate:0, Himmelseichenzauntor
biomesoplenty:cherry_fence_gate:0, Kirschholzzauntor
biomesoplenty:umbran_fence_gate:0, Umbraholzzauntor
biomesoplenty:fir_fence_gate:0, Tannenholzzauntor
biomesoplenty:ethereal_fence_gate:0, Geisterholzzauntor
biomesoplenty:magic_fence_gate:0, Zauberholzzauntor
biomesoplenty:mangrove_fence_gate:0, Mangrovenholzzauntor
biomesoplenty:palm_fence_gate:0, Palmholzzauntor
biomesoplenty:redwood_fence_gate:0, Mammutbaumzauntor
biomesoplenty:willow_fence_gate:0, Weidenholzzauntor
biomesoplenty:pine_fence_gate:0, Kiefernholzzauntor
biomesoplenty:hellbark_fence_gate:0, Höllenborkenzauntor
biomesoplenty:jacaranda_fence_gate:0, Palisanderholzzauntor
biomesoplenty:mahogany_fence_gate:0, Mahagoniholzzauntor
biomesoplenty:ebony_fence_gate:0, Ebenholzzauntor
biomesoplenty:eucalyptus_fence_gate:0, Eukalyptusholzzauntor
biomesoplenty:sacred_oak_door, Himmelseichentür
biomesoplenty:cherry_door, Kirschholztür
biomesoplenty:umbran_door, Umbraholztür
biomesoplenty:fir_door, Tannenholztür
biomesoplenty:ethereal_door, Geisterholztür
biomesoplenty:magic_door, Zauberholztür
biomesoplenty:mangrove_door, Mangrovenholztür
biomesoplenty:palm_door, Palmholztür
biomesoplenty:redwood_door, Mammutbaumtür
biomesoplenty:willow_door, Weidenholztür
biomesoplenty:pine_door, Kiefernholztür
biomesoplenty:hellbark_door, Höllenborkentür
biomesoplenty:jacaranda_door, Palisanderholztür
biomesoplenty:mahogany_door, Mahagoniholztür
biomesoplenty:ebony_door, Ebenholztür
biomesoplenty:eucalyptus_door, Eukalyptusholztür
biomesoplenty:coral:0, Rosa Koralle
biomesoplenty:coral:1, Orange Koralle
biomesoplenty:coral:2, Blaue Koralle
biomesoplenty:coral:3, Leuchtende Koralle
biomesoplenty:coral:4, Alge
biomesoplenty:seaweed:0, Seetang
biomesoplenty:waterlily:0, Mittleres Seerosenblatt
biomesoplenty:waterlily:1, Kleines Seerosenblatt
biomesoplenty:waterlily:2, Winziges Seerosenblatt
biomesoplenty:waterlily:3, Blühendes Seerosenblatt
biomesoplenty:bamboo:0, Bambus
biomesoplenty:sapling_0:0, Gelber Herbstbaumsetzling
biomesoplenty:sapling_0:1, Oranger Herbstbaumsetzling
biomesoplenty:sapling_0:2, Bambussetzling
biomesoplenty:sapling_0:3, Zauberbaumsetzling
biomesoplenty:sapling_0:4, Umbrasetzling
biomesoplenty:sapling_0:5, Totenbaumsetzling
biomesoplenty:sapling_0:6, Tannensetzling
biomesoplenty:sapling_0:7, Geisterbaumsetzling
biomesoplenty:sapling_1:0, Ursprungsbaumsetzling
biomesoplenty:sapling_1:1, Rosa Kirschbaumsetzling
biomesoplenty:sapling_1:2, Weißer Kirschbaumsetzling
biomesoplenty:sapling_1:3, Ahornsetzling
biomesoplenty:sapling_1:4, Höllenborkensetzling
biomesoplenty:sapling_1:5, Blühender Eichensetzling
biomesoplenty:sapling_1:6, Palisandersetzling
biomesoplenty:sapling_1:7, Himmelseichensetzling
biomesoplenty:sapling_2:0, Mangrovensetzling
biomesoplenty:sapling_2:1, Palmensetzling
biomesoplenty:sapling_2:2, Mammutbaumsetzling
biomesoplenty:sapling_2:3, Weidensetzling
biomesoplenty:sapling_2:4, Kiefernsetzling
biomesoplenty:sapling_2:5, Mahagonisetzling
biomesoplenty:sapling_2:6, Ebenholzsetzling
biomesoplenty:sapling_2:7, Eukalyptussetzling
biomesoplenty:plant_0:0, Gras
biomesoplenty:plant_0:1, Halbhohes Gras
biomesoplenty:plant_0:2, Busch
biomesoplenty:plant_0:3, Spross
biomesoplenty:plant_0:4, Giftefeu
biomesoplenty:plant_0:5, Beerenstrauch
biomesoplenty:plant_0:6, Strauch
biomesoplenty:plant_0:7, Weizengras
biomesoplenty:plant_0:8, Sumpfgras
biomesoplenty:plant_0:9, Silberfarn
biomesoplenty:plant_0:10, Klee
biomesoplenty:plant_0:11, Laubhaufen
biomesoplenty:plant_0:12, Herbstlaubhaufen
biomesoplenty:plant_0:13, Verwelktes Gras
biomesoplenty:plant_0:14, Wüstengras
biomesoplenty:plant_0:15, Wüstengraskeimlinge
biomesoplenty:plant_1:0, Strandroggen
biomesoplenty:plant_1:1, Spektralfarn
biomesoplenty:plant_1:2, Dornenstrauch
biomesoplenty:plant_1:3, Wilder Reis
biomesoplenty:plant_1:4, Rohrkolben
biomesoplenty:plant_1:5, Flussbambus
biomesoplenty:plant_1:6, Kleiner Kaktus
biomesoplenty:plant_1:7, Devilweed
biomesoplenty:plant_1:8, Schilf
biomesoplenty:plant_1:9, Wurzel
biomesoplenty:plant_1:10, Rafflesia
biomesoplenty:plant_1:11, Hafer
biomesoplenty:double_plant:0, Flachs
biomesoplenty:double_plant:1, Hoher Rohrkolben
biomesoplenty:double_plant:2, Augapfelstrauch
biomesoplenty:double_plant:3, Haferflocken
biomesoplenty:mushroom:0, Kahlkopfpilz
biomesoplenty:mushroom:1, Portobellopilz
biomesoplenty:mushroom:2, Mitternachtspilz
biomesoplenty:mushroom:3, Leuchtpilz
biomesoplenty:mushroom:4, Dachpilz
biomesoplenty:mushroom:5, Schattenpilz
biomesoplenty:bramble_plant:0, Brombeere
biomesoplenty:flower_0:0, Klee
biomesoplenty:flower_0:1, Sumpfblume
biomesoplenty:flower_0:2, Totenblume
biomesoplenty:flower_0:3, Leuchtblume
biomesoplenty:flower_0:4, Blaue Hortensie
biomesoplenty:flower_0:5, Orange Kosmee
biomesoplenty:flower_0:6, Rosa Narzisse
biomesoplenty:flower_0:7, Wildblume
biomesoplenty:flower_0:8, Veilchen
biomesoplenty:flower_0:9, Weiße Windröschen
biomesoplenty:flower_0:10, Enderlotus
biomesoplenty:flower_0:11, Bromelie
biomesoplenty:flower_0:12, Verwelkte Lilie
biomesoplenty:flower_0:13, Rosa Hibiskus
biomesoplenty:flower_0:14, Maiglöckchen
biomesoplenty:flower_0:15, Feuerblume
biomesoplenty:flower_1:0, Lavendel
biomesoplenty:flower_1:1, Goldrute
biomesoplenty:flower_1:2, Glockenblumen
biomesoplenty:flower_1:3, Bergmannsfreude
biomesoplenty:flower_1:4, Eisige Iris
biomesoplenty:flower_1:5, Rose
biomesoplenty:ivy:0, Efeu
biomesoplenty:willow_vine:0, Willow Vine
biomesoplenty:terrarium:0, Terrarium mit Farn
biomesoplenty:terrarium:1, Terrarium mit Pilz
biomesoplenty:terrarium:2, Terrarium mit Kaktus
biomesoplenty:terrarium:3, Terrarium mit Flachs
biomesoplenty:terrarium:4, Terrarium mit Blumen
biomesoplenty:terrarium:5, Terrarium mit Silberfarn
biomesoplenty:terrarium:6, Terrarium mit Bambus
biomesoplenty:terrarium:7, Beach Terrarium
biomesoplenty:terrarium:8, Terrarium mit Leuchtpilz
biomesoplenty:terrarium:9, Terrarium mit totem Busch
biomesoplenty:terrarium:10, Terrarium mit Leuchtblume
biomesoplenty:terrarium:11, Terrarium mit Totenblume
biomesoplenty:terrarium:12, Terrarium mit verwelkter Lilie
biomesoplenty:terrarium:13, Terrarium mit Rose
biomesoplenty:terrarium:14, Terrarium mit Feuerblume
biomesoplenty:terrarium:15, Terrarium mit Spektralfarn
biomesoplenty:jar_filled:0, Einmachglas mit Honig
biomesoplenty:jar_filled:1, Einmachglas mit blauem Feuer
biomesoplenty:jar_empty, Leeres Einmachglas
biomesoplenty:boat_sacred_oak, Himmelseichenboot
biomesoplenty:boat_cherry, Kirschholzboot
biomesoplenty:boat_umbran, Umbraholzboot
biomesoplenty:boat_fir, Tannenholzboot
biomesoplenty:boat_ethereal, Geisterholzboot
biomesoplenty:boat_magic, Zauberholzboot
biomesoplenty:boat_mangrove, Mangrovenholzboot
biomesoplenty:boat_palm, Palmholzboot
biomesoplenty:boat_redwood, Mammutbaumboot
biomesoplenty:boat_willow, Weidenholzboot
biomesoplenty:boat_pine, Kiefernholzboot
biomesoplenty:boat_hellbark, Höllenborkenboot
biomesoplenty:boat_jacaranda, Palisanderholzboot
biomesoplenty:boat_mahogany, Mahagoniholzboot
biomesoplenty:boat_ebony, Ebenholzboot
biomesoplenty:boat_eucalyptus, Eukalyptusholzboot
biomesoplenty:biome_finder, Biomfinder
biomesoplenty:record_wanderer, Schallplatte
biomesoplenty:mudball, Schlammklumpen
biomesoplenty:mud_brick, Schlammziegel
biomesoplenty:ash, Aschehaufen
biomesoplenty:fleshchunk, Fleischstück
biomesoplenty:gem:0, Enderamethyst
biomesoplenty:gem:1, Rubin
biomesoplenty:gem:2, Peridot
biomesoplenty:gem:3, Topas
biomesoplenty:gem:4, Tansanit
biomesoplenty:gem:5, Malachit
biomesoplenty:gem:6, Saphir
biomesoplenty:gem:7, Bernstein
biomesoplenty:terrestrial_artifact, Irdisches Artefakt
biomesoplenty:crystal_shard, Himmelskristallscherbe
biomesoplenty:biome_essence, Biomessenz
biomesoplenty:berries, Beeren
biomesoplenty:pear, Birne
biomesoplenty:peach, Pfirsich
biomesoplenty:persimmon, Kaki
biomesoplenty:honeycomb, Leere Honigwabe
biomesoplenty:filled_honeycomb, Volle Honigwabe
biomesoplenty:shroompowder, Kahlkopfpilzpulver
biomesoplenty:ricebowl, Schüssel mit Reis
biomesoplenty:blue_dye, Blauer Farbstoff
biomesoplenty:brown_dye, Brauner Farbstoff
biomesoplenty:green_dye, Grüner Farbstoff
biomesoplenty:white_dye, Weißer Farbstoff
biomesoplenty:black_dye, Schwarzer Farbstoff
biomesoplenty:earth, Earth
carryon:tile_item, item.tile_item.name
carryon:entity_item, item.entity_item.name
enderstorage:ender_storage:0, Endertruhe
enderstorage:ender_storage:1, Endertank
enderstorage:ender_pouch, Enderbeutel
extracells:part.base:0, ME-Flüssigkeits-Exportbus
extracells:part.base:1, ME-Flüssigkeits-Importbus
extracells:part.base:2, ME-Flüssigkeits-Speicherbus
extracells:part.base:3, ME-Flüssigkeits-Terminal
extracells:part.base:4, ME-Flüssigkeits-Füllstandemitter
extracells:part.base:5, ME-Flüssigkeits-Annihilationsfeld
extracells:part.base:6, ME-Flüssigkeits-Formationsfeld
extracells:part.base:7, ME-Laufwerkhalterung
extracells:part.base:8, ME-Energiezellenhalterung
extracells:part.base:9, ME-Flüssigkeits-Interface
extracells:part.base:10, ME-Flüssigkeits-Speichermonitor
extracells:part.base:11, ME-Flüssigkeits-Konversionsmonitor
extracells:part.base:12, ME-Ore-Dictionary-Exportbus
extracells:storage.fluid:0, 1k ME-Flüssigkeitsspeicher
extracells:storage.fluid:1, 4k ME-Flüssigkeitsspeicher
extracells:storage.fluid:2, 16k ME-Flüssigkeitsspeicher
extracells:storage.fluid:3, 64k ME-Flüssigkeitsspeicher
extracells:storage.fluid:4, 256k ME-Flüssigkeitsspeicher
extracells:storage.fluid:5, 1024k ME-Flüssigkeitsspeicher
extracells:storage.fluid:6, 4096k ME-Flüssigkeitsspeicher
extracells:storage.physical:0, 256k ME-Speicher
extracells:storage.physical:1, 1024k ME-Speicher
extracells:storage.physical:2, 4096k ME-Speicher
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME-Block-Speicher - Leer
extracells:storage.physical:4, ME-Block-Speicher - Leer
extracells:pattern.fluid:0, ME Flüssigkeitsschablone
extracells:pattern.fluid:0, ME Flüssigkeitsschablone: Wasser
extracells:pattern.fluid:0, ME Flüssigkeitsschablone: Lava
extracells:pattern.fluid:0, ME Flüssigkeitsschablone: Geschmolzenes Eisen
extracells:pattern.fluid:0, ME Flüssigkeitsschablone: Geschmolzenes Gold
extracells:pattern.fluid:0, ME Flüssigkeitsschablone: Geschmolzenes Schweineeisen
extracells:pattern.fluid:0, ME Flüssigkeitsschablone: Geschmolzenes Cobalt
